"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Survey of Machine Learning Applications to Handover Management in 5G and Beyond","M. S. Mollel; A. I. Abubakar; M. Ozturk; S. F. Kaijage; M. Kisangiri; S. Hussain; M. A. Imran; Q. H. Abbasi","The Nelson Mandela African Institution of Science and Technology (NM-AIST), Arusha, Tanzania; Communication, Sensing and Imaging (CSI) Research Group, James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; Electrical and Electronics Engineering, Ankara Yıldırım Beyazıt University, Ankara, Turkey; The Nelson Mandela African Institution of Science and Technology (NM-AIST), Arusha, Tanzania; The Nelson Mandela African Institution of Science and Technology (NM-AIST), Arusha, Tanzania; Communication, Sensing and Imaging (CSI) Research Group, James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; Communication, Sensing and Imaging (CSI) Research Group, James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; Communication, Sensing and Imaging (CSI) Research Group, James Watt School of Engineering, University of Glasgow, Glasgow, U.K.","IEEE Access","25 Mar 2021","2021","9","","45770","45802","Handover (HO) is one of the key aspects of next-generation (NG) cellular communication networks that need to be properly managed since it poses multiple threats to quality-of-service (QoS) such as the reduction in the average throughput as well as service interruptions. With the introduction of new enablers for fifth-generation (5G) networks, such as millimetre wave (mm-wave) communications, network densification, Internet of things (IoT), etc., HO management is provisioned to be more challenging as the number of base stations (BSs) per unit area, and the number of connections has been dramatically rising. Considering the stringent requirements that have been newly released in the standards of 5G networks, the level of the challenge is multiplied. To this end, intelligent HO management schemes have been proposed and tested in the literature, paving the way for tackling these challenges more efficiently and effectively. In this survey, we aim at revealing the current status of cellular networks and discussing mobility and HO management in 5G alongside the general characteristics of 5G networks. We provide an extensive tutorial on HO management in 5G networks accompanied by a discussion on machine learning (ML) applications to HO management. A novel taxonomy in terms of the source of data to be utilized in training ML algorithms is produced, where two broad categories are considered; namely, visual data and network data. The state-of-the-art on ML-aided HO management in cellular networks under each category is extensively reviewed with the most recent studies, and the challenges, as well as future research directions, are detailed.","2169-3536","","10.1109/ACCESS.2021.3067503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9381854","Handover;machine learning;mobility management;fifth generation","5G mobile communication;Visualization;Cellular networks;6G mobile communication;Bandwidth;Taxonomy;Quality of service","","","","1","","185","CCBY","19 Mar 2021","","","IEEE","IEEE Journals"
"Trust in 5G Open RANs through Machine Learning: RF Fingerprinting on the POWDER PAWR Platform","G. Reus-Muns; D. Jaisinghani; K. Sankhe; K. R. Chowdhury","Institute for the Wireless Internet of Things, Northeastern University,Boston,USA; Institute for the Wireless Internet of Things, Northeastern University,Boston,USA; Institute for the Wireless Internet of Things, Northeastern University,Boston,USA; Institute for the Wireless Internet of Things, Northeastern University,Boston,USA","GLOBECOM 2020 - 2020 IEEE Global Communications Conference","15 Feb 2021","2020","","","1","6","5G and open radio access networks (Open RANs) will result in vendor-neutral hardware deployment that will require additional diligence towards managing security risks. This new paradigm will allow the same network infrastructure to support virtual network slices for transmit different waveforms, such as 5G New Radio, LTE, WiFi, at different times. In this multivendor, multi-protocol/waveform setting, we propose an additional physical layer authentication method that detects a specific emitter through a technique called as RF fingerprinting. Our deep learning approach uses convolutional neural networks augmented with triplet loss, where examples of similar/dissimilar signal samples are shown to the classifier over the training duration. We demonstrate the feasibility of RF fingerprinting base stations over the large-scale over-the-air experimental POWDER platform in Salt Lake City, Utah, USA. Using real world datasets, we show how our approach overcomes the challenges posed by changing channel conditions and protocol choices with 99.86% detection accuracy for different training and testing days.","2576-6813","978-1-7281-8298-8","10.1109/GLOBECOM42002.2020.9348261","National Science Foundation(grant numbers:CNS-1923789); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9348261","","Radio frequency;Training;Powders;Urban areas;Fingerprint recognition;Wireless fidelity;Testing","5G mobile communication;computer network security;convolutional neural nets;deep learning (artificial intelligence);protocols;radio access networks;telecommunication computing;virtualisation;wireless LAN","machine learning;POWDER PAWR platform;open radio access networks;vendor-neutral hardware deployment;network infrastructure;virtual network slices;5G New Radio;physical layer authentication;deep learning approach;convolutional neural networks;RF fingerprinting base stations;over-the-air experimental POWDER platform;Open RAN;LTE;WiFi;multiprotocol-waveform setting;Salt Lake City;Utah;USA","","","","14","","15 Feb 2021","","","IEEE","IEEE Conferences"
"A Survey of Online Data-Driven Proactive 5G Network Optimisation Using Machine Learning","B. Ma; W. Guo; J. Zhang","Department of Electronic and Electrical Engineering, The University of Sheffield, Sheffield, U.K.; School of Engineering, The University of Warwick, Coventry, U.K.; The Alan Turing Institute, London, U.K.","IEEE Access","27 Feb 2020","2020","8","","35606","35637","In the fifth-generation (5G) mobile networks, proactive network optimisation plays an important role in meeting the exponential traffic growth, more stringent service requirements, and to reduce capital and operational expenditure. Proactive network optimisation is widely acknowledged as one of the most promising ways to transform the 5G network based on big data analysis and cloud-fog-edge computing, but there are many challenges. Proactive algorithms will require accurate forecasting of highly contextualised traffic demand and quantifying the uncertainty to drive decision making with performance guarantees. Context in Cyber-Physical-Social Systems (CPSS) is often challenging to uncover, unfolds over time, and even more difficult to quantify and integrate into decision making. The first part of the review focuses on mining and inferring CPSS context from heterogeneous data sources, such as online user-generated-content. It will examine the state-of-the-art methods currently employed to infer location, social behaviour, and traffic demand through a cloud-edge computing framework; combining them to form the input to proactive algorithms. The second part of the review focuses on exploiting and integrating the demand knowledge for a range of proactive optimisation techniques, including the key aspects of load balancing, mobile edge caching, and interference management. In both parts, appropriate state-of-the-art machine learning techniques (including probabilistic uncertainty cascades in proactive optimisation), complexity-performance trade-offs, and demonstrative examples are presented to inspire readers. This survey couples the potential of online big data analytics, cloud-edge computing, statistical machine learning, and proactive network optimisation in a common cross-layer wireless framework. The wider impact of this survey includes better cross-fertilising the academic fields of data analytics, mobile edge computing, AI, CPSS, and wireless communications, as well as informing the industry of the promising potentials in this area.","2169-3536","","10.1109/ACCESS.2020.2975004","European Commission(grant numbers:778305); Guangdong Science and Technology Department(grant numbers:2018A050501008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9003183","Online data;data analytics;proactive network optimisation;5G","Optimization;5G mobile communication;Cloud computing;Machine learning;Forecasting;Big Data;3GPP","5G mobile communication;Big Data;cloud computing;data analysis;data mining;decision making;learning (artificial intelligence);mobile computing;optimisation;telecommunication computing;telecommunication traffic","online data-driven proactive 5G network optimisation;fifth-generation mobile networks;exponential traffic growth;big data analysis;cloud-fog-edge computing;proactive algorithms;traffic demand;decision making;mining;online user-generated-content;cloud-edge computing framework;proactive optimisation techniques;online big data analytics;mobile edge computing","","12","","201","CCBY","19 Feb 2020","","","IEEE","IEEE Journals"
"Towards Energy Efficient 5G Networks Using Machine Learning: Taxonomy, Research Challenges, and Future Research Directions","A. Mughees; M. Tahir; M. A. Sheikh; A. Ahad","Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia; Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia; Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia; Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia","IEEE Access","21 Oct 2020","2020","8","","187498","187522","As the world pushes toward the use of greener technology and minimizes energy waste, energy efficiency in the wireless network has become more critical than ever. The next-generation networks, such as 5G, are being designed to improve energy efficiency and thus constitute a critical aspect of research and network design. The 5G network is expected to deliver a wide range of services that includes enhanced mobile broadband, massive machine-type communication and ultra-reliability, and low latency. To realize such a diverse set of requirement, 5G network has evolved as a multi-layer network that uses various technological advances to offer an extensive range of wireless services. Several technologies, such as software-defined networking, network function virtualization, edge computing, cloud computing, and small cells, are being integrated into the 5G networks to fulfill the need for diverse requirements. Such a complex network design is going to result in increased power consumption; therefore, energy efficiency becomes of utmost importance. To assist in the task of achieving energy efficiency in the network machine learning technique could play a significant role and hence gained significant interest from the research community. In this paper, we review the state-of-art application of machine learning techniques in the 5G network to enable energy efficiency at the access, edge, and core network. Based on the review, we present a taxonomy of machine learning applications in 5G networks for improving energy efficiency. We discuss several issues that can be solved using machine learning regarding energy efficiency in 5G networks. Finally, we discuss various challenges that need to be addressed to realize the full potential of machine learning to improve energy efficiency in the 5G networks. The survey presents a broad range of ideas related to machine learning in 5G that addresses the issue of energy efficiency in virtualization, resource optimization, power allocation, and incorporating enabling technologies of 5G can enhance energy efficiency.","2169-3536","","10.1109/ACCESS.2020.3029903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9218920","5G;energy efficiency;millimeter wave;machine learning;massive MIMO;SDN;NFV;CRAN;HetNet","5G mobile communication;Machine learning;Energy consumption;Massive MIMO;Virtualization;Hardware;Resource management","5G mobile communication;energy conservation;learning (artificial intelligence);resource allocation;telecommunication computing;telecommunication power management;virtualisation","wireless network;next-generation networks;multilayer network;software-defined networking;network function virtualization;complex network design;network machine learning technique;energy efficient 5G networks;greener technology;energy waste;enhanced mobile broadband;massive machine-type communication;ultra-reliability;low latency;wireless services;edge computing;cloud computing;power consumption;access network;edge network;core network;resource optimization;power allocation","","2","","138","CCBY","9 Oct 2020","","","IEEE","IEEE Journals"
"Pain Points in Tourism and Its 5G-based Intelligent Solution","H. J. Lin; M. J. Mo; Y. G. Tang","Guilin Tourism University,Guangxi Tourism Data Center,Guilin,China; Guilin Tourism University,Guangxi Tourism Data Center,Guilin,China; Guilin Tourism University,Guangxi Tourism Data Center,Guilin,China","2020 International Conference on Computer Engineering and Application (ICCEA)","29 May 2020","2020","","","448","453","Although the construction of smart tourism has aroused a boom, it is still in the early stage of development, and many traditional problems in the tourism industry have not been well solved, as well as some new problems have emerged. The development of 5G provides the basis to realize the ubiquitous high-speed interconnection between people and things as well as between machines and machines, which bring about the opportunities to solve these problems. This paper reviews the development of smart tourism, analyses the pain points existing in current systems. From the perspective of cybernetics, a 5G based intelligent tourism system providing intelligent service centered on ""tourist experience"" under the consideration of sustainable development of tourism industry is put forward.","","978-1-7281-5904-1","10.1109/ICCEA50009.2020.00103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9103807","tourist experience;5G;Smart Tourism;Pain Points","5G mobile communication;Pain;Planning;Safety","5G mobile communication;sustainable development;travel industry;ubiquitous computing","5G based intelligent tourism system;intelligent service;sustainable development;tourism industry;pain points;smart tourism;ubiquitous high-speed interconnection;5G-based intelligent solution;tourist experience","","","","21","","29 May 2020","","","IEEE","IEEE Conferences"
"Intelligent Resource Slicing for eMBB and URLLC Coexistence in 5G and Beyond: A Deep Reinforcement Learning Based Approach","M. Alsenwi; N. H. Tran; M. Bennis; S. R. Pandey; A. K. Bairagi; C. S. Hong","Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; School of Computer Science, University of Sydney, Sydney, NSW, Australia; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea","IEEE Transactions on Wireless Communications","9 Jul 2021","2021","20","7","4585","4600","In this paper, we study the resource slicing problem in a dynamic multiplexing scenario of two distinct 5G services, namely Ultra-Reliable Low Latency Communications (URLLC) and enhanced Mobile BroadBand (eMBB). While eMBB services focus on high data rates, URLLC is very strict in terms of latency and reliability. In view of this, the resource slicing problem is formulated as an optimization problem that aims at maximizing the eMBB data rate subject to a URLLC reliability constraint, while considering the variance of the eMBB data rate to reduce the impact of immediately scheduled URLLC traffic on the eMBB reliability. To solve the formulated problem, an optimization-aided Deep Reinforcement Learning (DRL) based framework is proposed, including: <italic>1) eMBB resource allocation phase</italic>, and <italic>2) URLLC scheduling phase</italic>. In the first phase, the optimization problem is decomposed into three subproblems and then each subproblem is transformed into a convex form to obtain an approximate resource allocation solution. In the second phase, a DRL-based algorithm is proposed to intelligently distribute the incoming URLLC traffic among eMBB users. Simulation results show that our proposed approach can satisfy the stringent URLLC reliability while keeping the eMBB reliability higher than 90%.","1558-2248","","10.1109/TWC.2021.3060514","Institute of Information and communications Technology Planning and Evaluation (IITP) grant; Korea government (MSIT)(grant numbers:2019-0-01287); National Research Foundation of Korea (NRF) grant; Korea government (MSIT)(grant numbers:2020R1A4A1018607); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9364885","5G NR;resource slicing;eMBB;URLLC;risk-sensitive;deep reinforcement learning","Ultra reliable low latency communication;Reliability;5G mobile communication;Resource management;Optimization;Dynamic scheduling;Convergence","","","","2","","33","IEEE","26 Feb 2021","","","IEEE","IEEE Journals"
"Industrial Intelligent Edge Computing System based on 5G","P. Ding; D. Liu; Y. Shen; X. Shi; H. Zhou; H. Kan","China Telecom Corporation Research Institute,Department of Service and Application Innovation,Beijing,China; China Telecom Corporation Research Institute,Department of Service and Application Innovation,Beijing,China; China Telecom Corporation Research Institute,Department of Service and Application Innovation,Beijing,China; China Telecom Corporation Research Institute,Department of Service and Application Innovation,Beijing,China; China Telecom Corporation Research Institute,Department of Service and Application Innovation,Beijing,China; China Telecom Corporation Research Institute,Department of Service and Application Innovation,Beijing,China","2021 International Wireless Communications and Mobile Computing (IWCMC)","9 Aug 2021","2021","","","1494","1498","With the rapid development of 5th generation mobile networks, the manufacturing industry and the Internet become more and more intimate. And as an important part of the industrial Internet, the cloud-side collaborative industrial Internet system comes into being. In this paper, in order to improve production quality and efficiency, an industrial intelligent edge computing system, named as EdgePlus, is proposed, which introduces the architecture of the industrial Internet system and expounds the deployment method of the system based on 5G. To verify the system performance, an industrial vision test for flexible smart SMT production line is then performed, which can be concluded that the proposed system can greatly improve the intelligentization of industrial production.","2376-6506","978-1-7281-8616-0","10.1109/IWCMC51323.2021.9498650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9498650","Internet of Things;Edge Computing;5G;cooperative edge-cloud","Wireless communication;Cloud computing;Visualization;5G mobile communication;System performance;Collaboration;Systems architecture","","","","","","8","","9 Aug 2021","","","IEEE","IEEE Conferences"
"Fine-Grained Management in 5G: DQL Based Intelligent Resource Allocation for Network Function Virtualization in C-RAN","C. Zhang; M. Dong; K. Ota","Department of Information and Electronic Engineering, Advanced Institute of Industrial Technology, Tokyo, Japan; Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan; Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan","IEEE Transactions on Cognitive Communications and Networking","9 Jun 2020","2020","6","2","428","435","Recently, the installation of 5G networks offers a variety of real-time, high-performance and human-oriented customized services. However, the current laying 5G structure is unable to meet all of the growing communication needs by these new emerging services. In this paper, we propose a DQL (Deep Q-learning Network) based intelligent resource management method for 5G architecture, to improve the quality of service (QoS) under limited communication resources. In the environment of network function virtualization (NFV), we aim at improving the efficient usage of spectrum resources. In this two-step solution, our first goal is to guarantee the maximum communication quality with the smallest number of infrastructures. Then, a DQL-based wireless resource allocation algorithm is designed to realize the elaborate operation. Unlike previous studies, our system can provide the allocation policy in a more subdivided way and finally maximize the usage of bandwidth resources. The simulation also shows that our proposed MSIO improves 3.12% in the performance of the maximum coverage importance problem and the ARODQ algorithm improves 4.05% than other standard solutions.","2332-7731","","10.1109/TCCN.2020.2982886","JSPS KAKENHI, Leading Initiative for Excellent Young Researchers (LEADER), MEXT, Japan and KDDI Foundation(grant numbers:JP16K00117,JP19K20250); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9044808","Intelligent control;intelligent networks;artificial intelligence;management decision-making;mobile communication","5G mobile communication;Resource management;Wireless communication;Computer architecture;Cloud computing;Optimization;Quality of service","5G mobile communication;quality of service;resource allocation;telecommunication computing;telecommunication network management","intelligent resource allocation;network function virtualization;deep Q-learning network;communication resources;spectrum resources;maximum communication quality;allocation policy;bandwidth resources;DQL-based wireless resource allocation;5G structure;intelligent resource management;5G fine-grained management;DQL based intelligent resource allocation;5G architecture;quality of service;QoS;ARODQ algorithm;C-RAN","","6","","28","IEEE","23 Mar 2020","","","IEEE","IEEE Journals"
"A SON decision-making framework for intelligent management in 5G mobile networks","W. Jiang; M. Strufe; H. D. Schotten","German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; Department of Electrical and Computer Engineering, University of Kaiserslautern, Kaiserslautern, Germany","2017 3rd IEEE International Conference on Computer and Communications (ICCC)","26 Mar 2018","2017","","","1158","1162","The 5<sup>th</sup> Generation (5G) mobile system is envisioned to become more complicated and heterogeneous to meet the radical Key Performance Indicators specified in ITU-R IMT-2020. It imposes a great challenge on today's manual and semi-automated network management in 3G/4G systems. Taking advantage of cutting-edge technologies in the area of Artificial Intelligence and Self-Organized Network (SON), the concept of intelligent network management provides an effective solution and therefore attracts the attention of 5G research community. In this paper, a SON decision-making framework is proposed to provide a possible method to realize intelligent management for the upcoming 5G networks. Two complementary decision-making approaches, namely Rule-based and Machine Learning-based intelligence, their interactions, and lifecycle management of intelligence slices are presented. Moreover, the setup of a wireless network test-bed, as well as some experimental results to verify the effectiveness of the proposed framework, are illustrated.","","978-1-5090-6352-9","10.1109/CompComm.2017.8322725","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8322725","5G;artificial intelligence;machine learning;network management;self-organized network","Decision making;5G mobile communication;Quality of experience;Measurement;Heuristic algorithms;Traffic congestion;Artificial intelligence","3G mobile communication;4G mobile communication;5G mobile communication;artificial intelligence;decision making","5G mobile networks;radical Key Performance Indicators;ITU-R IMT-2020;cutting-edge technologies;intelligent network management;5G research community;SON decision-making framework;lifecycle management;wireless network test-bed;complementary decision-making;5th Generation mobile system;semiautomated network management;3G-4G systems;artificial intelligence;rule-based intelligence;machine learning-based intelligence","","3","","12","","26 Mar 2018","","","IEEE","IEEE Conferences"
"Intelligent Active Queue Management for Stabilized QoS Guarantees in 5G Mobile Networks","S. Jung; J. Kim; J. -H. Kim","Department of Electrical and Computer Engineering, Ajou University, Suwon, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea; Department of Electrical and Computer Engineering, Ajou University, Suwon, South Korea","IEEE Systems Journal","26 Aug 2021","2021","15","3","4293","4302","The fifth-generation (5G) new radio standard defines various functions for forwarding treatments under differentiated quality of services requirements. In particular, a gNB base station helps combat overbuffering due to massive packet flows from associated mobile devices. Several active queue management (AQM) schemes have been proposed previously, with controlled delay (CoDel) proving to be an efficient method that can properly handle excessive buffering, that is called bufferbloat. This article proposes a novel and enhanced AQM scheme based on CoDel for gNB that guarantees low queuing delays, minimizes packet drop rate, and furthermore stabilizes the built-in queue. According to data-intensive performance evaluation results, the proposed scheme verifies that the queuing delay for served packets are decreased and supports ultrareliable low latency communication applications. Especially, the proposed algorithm achieves the packet drop rates and queuing delays tradeoff as <inline-formula><tex-math notation=""LaTeX"">$[\mathcal {O}(1/V), {O}(V)]$</tex-math></inline-formula> where <inline-formula><tex-math notation=""LaTeX"">$V$</tex-math></inline-formula> is a tradeoff parameter; providing efficient control decisions to improve performance in terms of time-average packet drop rate minimization subject to queue stability on demand in 5G mobile system.","1937-9234","","10.1109/JSYST.2020.3014231","Ministry of Science and ICT, South Korea; Information Technology Research Center support Program(grant numbers:IITP-2020-2017-0-01637); Institute for Information and Communications Technology Promotion; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9169693","5G;active queue management (AQM);controlled delay (CoDel);quality of service (QoS)","Quality of service;Delays;5G mobile communication;Protocols;Load modeling;Tuning;Stability analysis","","","","3","","30","IEEE","17 Aug 2020","","","IEEE","IEEE Journals"
"Intelligent RAN Slicing for Broadband Access in the 5G and Big Data Era","T. C. Chuah; Y. L. Lee","Multimedia Univ., Cyberjaya, Malaysia; Univ. Tunku Abdul Rahman, Kuala Lumpur, Malaysia","IEEE Communications Magazine","1 Sep 2020","2020","58","8","69","75","As the 5G pace is quickening, enabled by rapid coverage rollout and availability of devices, the fixed broadband market is poised to become more competitive. We envision that 5G NS can emerge as a game changer that accelerates the development of FMC while counterintuitively opening up opportunities for fixed operators and the like in need of higher access network capability by leveraging NS-assisted FMC. In this article, we present an architectural framework to foster cross-industry infrastructure collaboration from a RAN slicing perspective with the aim of reducing network costs and improving rollout efficiency in the broadband ecosystem. Under this framework, RAN slicing can turn wireless access into an anchor service offering that can be exploited by not only existing mobile operators with licensed spectrum, but by a host of slice tenants including fixed wireless access startups, digital subscriber line operators, and converged operators. In the latter instances, independent RAN slices can be instantiated and granularly scaled to support these tenants who may not own mobile infrastructure or spectrum, while maximizing reuse of their live networks. Following a discussion on the market drivers and rationales for RAN slicing, we outline some RAN slicing options for different operators to realize resource isolation and allocation. Furthermore, a big data-driven, artificial-intelligence- powered RAN slicing and resource management framework is introduced for enabling RAN automation. Finally, several future challenges are identified.","1558-1896","","10.1109/MCOM.001.2000013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9183754","","Broadband communication;5G mobile communication;DSL;Wireless communication;Quality of service;Long Term Evolution;Resource management","5G mobile communication;Big Data;digital subscriber lines;game theory;radio access networks;radio spectrum management;resource allocation;telecommunication network management","fixed broadband market;5G NS;access network capability;cross-industry infrastructure collaboration;broadband ecosystem;mobile operators;wireless access startups;digital subscriber line operators;mobile infrastructure;RAN slicing;RAN automation;big data era;NS-assisted FMC","","","","15","","1 Sep 2020","","","IEEE","IEEE Magazines"
"Intelligent network management for 5G systems: The SELFNET approach","Wei Jiang; M. Strufe; H. D. Schotten","Intelligent Networking Group, German Research Center for Artificial Intelligence (DFKI), Trippstadter street 122, Kaiserslautern, 67663 Germany; Intelligent Networking Group, German Research Center for Artificial Intelligence (DFKI), Trippstadter street 122, Kaiserslautern, 67663 Germany; Institute for Wireless Communication and Navigation, University of Kaiserslautern, Building 11, Paul-Ehrlich street, 67663 Germany","2017 European Conference on Networks and Communications (EuCNC)","17 Jul 2017","2017","","","1","5","The maintenance and management for the current Fourth Generation (4G) networks are still in a manual and semi-automatic manner, which are costly and time-consuming. This imposes a great challenge on the network management of heterogeneous, software-defined and virtualized Fifth Generation (5G) systems. With the advent of network intelligence, a possibility on intelligent management is opened for the 5G system. Without interventions of network administrators, the novel approach can autonomically deal with network failures, cyber-attacks and inefficient resource utilization, which in turn can lower operational expenditure, improve user's experience and reduce time-to-market of new services. In this paper, the reference architecture, functionality, closed-loop control, enabling algorithms of the network intelligence are presented. An intelligent 5G test-bed is set up and the experimental results verify the feasibility and effectiveness.","","978-1-5386-3873-6","10.1109/EuCNC.2017.7980672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7980672","","Servers;5G mobile communication;Monitoring;Switches;Intelligent sensors;Feature extraction","4G mobile communication;5G mobile communication;closed loop systems;computer network management;computer network reliability;intelligent networks;software defined networking;virtualisation","intelligent network management;5G system;SELFNET approach;fourth generation network;4G network;semiautomatic manner;manual manner;heterogeneous network management;software-defined system;virtualized fifth generation system;network failure;cyber-attacks;resource utilization;operational expenditure;user experience improvement;time-to-market reduction;reference architecture;closed-loop control;intelligent 5G test-bed","","10","","22","","17 Jul 2017","","","IEEE","IEEE Conferences"
"5G and D2D Communications at the Service of Smart Cities","H. T. Mouftah; M. Erol-Kantarci; M. H. Rehmani","Queen's University, Ontario, Canada; NA; NA","Transportation and Power Grid in Smart Cities: Communication Networks and Services","","2019","","","147","169","Typical smart city applications generally require two different communications infrastructures, a wide area cellular network to provide connectivity and long‐range communications and efficient communication strategies for transmitting short data packets, particularly in case of Internet of Things (<fc>IoT</fc>) devices. The cellular infrastructure is optimized for high data rates and large data sizes while <fc>IoT</fc> devices mostly exchange small data packets with high energy efficiency and low data rates. To fully exploit both communication infrastructures together, different strategies related to <fc>5G</fc> and device‐to‐device (<fc>D2D</fc>) communication are proposed in the literature. In this chapter, we survey these strategies and provide useful considerations for seamless integration of smart city applications in <fc>5G</fc> networks. Moreover, we present smart city scenarios, their communication requirements, and the potential impact on the life of citizens. Finally, we elaborate on the big data impact on smart cities with possible security and privacy concerns.","","9781119360094","10.1002/9781119360124.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8654114.pdf&bkn=8653941&pdfType=chapter","","Smart cities;Device-to-device communication;5G mobile communication;Cellular networks;Computer architecture;Safety","","","","","","","","28 Feb 2019","","","Wiley","Wiley Telecom eBook Chapters"
"5G Mobile Cellular Networks: Enabling Distributed State Estimation for Smart Grids","M. Cosovic; A. Tsitsimelis; D. Vukobratovic; J. Matamoros; C. Anton-Haro","Fac. of Electr. Eng., Univ. of Sarajevo, Sarajevo, Bosnia-Herzegovina; NA; NA; NA; NA","IEEE Communications Magazine","13 Oct 2017","2017","55","10","62","69","With the transition toward 5G, mobile cellular networks are evolving into a powerful platform for ubiquitous large-scale information acquisition, communication, storage, and processing. 5G will provide suitable services for mission-critical and real-time applications such as the ones envisioned in future smart grids. In this work, we show how the emerging 5G mobile cellular network, with its evolution of machine-type communications and the concept of mobile edge computing, provides an adequate environment for distributed monitoring and control tasks in smart grids. In particular, we present in detail how smart grids could benefit from advanced distributed state estimation methods placed within the 5G environment. We present an overview of emerging distributed state estimation solutions, focusing on those based on distributed optimization and probabilistic graphical models, and investigate their integration as part of the future 5G smart grid services.","1558-1896","","10.1109/MCOM.2017.1700155","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8067687","","5G mobile communication;Computer architecture;Smart grids;Mobile computing;Phasor measurement units;Optimization;Internet of Things","5G mobile communication;cellular radio;mobile computing;power engineering computing;smart power grids;state estimation","5G mobile cellular networks;large-scale information acquisition;machine-type communications;mobile edge computing;distributed monitoring;advanced distributed state estimation methods;state estimation solutions;distributed state estimation;smart grids","","32","","15","","13 Oct 2017","","","IEEE","IEEE Magazines"
