"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"5G Mobile Cellular Networks: Enabling Distributed State Estimation for Smart Grids","M. Cosovic; A. Tsitsimelis; D. Vukobratovic; J. Matamoros; C. Anton-Haro","Fac. of Electr. Eng., Univ. of Sarajevo, Sarajevo, Bosnia-Herzegovina; NA; NA; NA; NA","IEEE Communications Magazine","13 Oct 2017","2017","55","10","62","69","With the transition toward 5G, mobile cellular networks are evolving into a powerful platform for ubiquitous large-scale information acquisition, communication, storage, and processing. 5G will provide suitable services for mission-critical and real-time applications such as the ones envisioned in future smart grids. In this work, we show how the emerging 5G mobile cellular network, with its evolution of machine-type communications and the concept of mobile edge computing, provides an adequate environment for distributed monitoring and control tasks in smart grids. In particular, we present in detail how smart grids could benefit from advanced distributed state estimation methods placed within the 5G environment. We present an overview of emerging distributed state estimation solutions, focusing on those based on distributed optimization and probabilistic graphical models, and investigate their integration as part of the future 5G smart grid services.","1558-1896","","10.1109/MCOM.2017.1700155","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8067687","","5G mobile communication;Computer architecture;Smart grids;Mobile computing;Phasor measurement units;Optimization;Internet of Things","5G mobile communication;cellular radio;mobile computing;power engineering computing;smart power grids;state estimation","5G mobile cellular networks;large-scale information acquisition;machine-type communications;mobile edge computing;distributed monitoring;advanced distributed state estimation methods;state estimation solutions;distributed state estimation;smart grids","","32","","15","","13 Oct 2017","","","IEEE","IEEE Magazines"
"AI Secured SD-WAN Architecture as a Latency Critical IoT Enabler for 5G and Beyond Communications","R. Asif; K. Ghanem","Power Networks Demonstration Centre (PNDC), University of Strathclyde,Glasgow,UK; Power Networks Demonstration Centre (PNDC), University of Strathclyde,Glasgow,UK","2021 IEEE 18th Annual Consumer Communications & Networking Conference (CCNC)","11 Mar 2021","2021","","","1","6","Software-defined Wide Area Network (SD-WAN) is an elementary change in the way network architects and service providers transpose their focus from hardware to the software oriented paradigm. Using a virtual network overlay, SD-WAN classifies and prioritizes how each application goes through the network based on business priority, quality of service (QoS), service-level agreements (SLAs) and security requirements. In this paper, we reviewed a system level concept and implementation of AI secured SD-WAN technology that is helping service providers to easily connect to and integrate across all the different IoT compute edges required to optimize the traffic and management of 5G cells. This architecture will enable a seamless transition for energy sector towards a full 5G connectivity by managing any data available across the edge, leveraging 5G transport for those critical applications that require ultra-low latency and higher bandwidths. Moreover, we weigh the pros and cons of using hybrid Multi-protocol Label Switching (MPLS) with SD-WAN to provide seamless integration, scalability and flexibility to the energy sector.","2331-9860","978-1-7281-9794-4","10.1109/CCNC49032.2021.9369477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9369477","","Wide area networks;Multiprotocol label switching;5G mobile communication;Quality of service;Bandwidth;Computer architecture;Artificial intelligence","Internet of Things;multiprotocol label switching;protocols;quality of service;telecommunication traffic;wide area networks","ultra-low latency;critical applications;energy sector;different IoT compute edges;AI secured SD-WAN technology;system level concept;security requirements;service-level agreements;business priority;prioritizes;virtual network overlay;software oriented paradigm;service providers;way network architects;elementary change;Software-defined Wide Area Network;latency critical IoT enabler;AI secured SD-WAN architecture","","","","23","","11 Mar 2021","","","IEEE","IEEE Conferences"
"Dynamic RAN Slicing for Service-Oriented Vehicular Networks via Constrained Learning","W. Wu; N. Chen; C. Zhou; M. Li; X. Shen; W. Zhuang; X. Li","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Huawei Technologies Canada Inc., Ottawa, ON, Canada","IEEE Journal on Selected Areas in Communications","16 Jun 2021","2021","39","7","2076","2089","In this paper, we investigate a radio access network (RAN) slicing problem for Internet of vehicles (IoV) services with different quality of service (QoS) requirements, in which multiple logically-isolated slices are constructed on a common roadside network infrastructure. A dynamic RAN slicing framework is presented to dynamically allocate radio spectrum and computing resource, and distribute computation workloads for the slices. To obtain an optimal RAN slicing policy for accommodating the spatial-temporal dynamics of vehicle traffic density, we first formulate a constrained RAN slicing problem with the objective to minimize long-term system cost. This problem cannot be directly solved by traditional reinforcement learning (RL) algorithms due to complicated <italic>coupled constraints</italic> among decisions. Therefore, we decouple the problem into a resource allocation subproblem and a workload distribution subproblem, and propose a <italic>two-layer constrained</italic> RL algorithm, named <underline>R</underline>esource <underline>A</underline>llocation and <underline>W</underline>orkload di<underline>S</underline>tribution (RAWS) to solve them. Specifically, an <italic>outer layer</italic> first makes the resource allocation decision via an RL algorithm, and then an <italic>inner layer</italic> makes the workload distribution decision via an optimization subroutine. Extensive trace-driven simulations show that the RAWS effectively reduces the system cost while satisfying QoS requirements with a high probability, as compared with benchmarks.","1558-0008","","10.1109/JSAC.2020.3041405","Natural Sciences and Engineering Research Council (NSERC); Huawei Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9277604","RAN slicing;constrained reinforcement learning;vehicular networks;coupled constraint;workload distribution","Resource management;Quality of service;Vehicle dynamics;Task analysis;Heuristic algorithms;Delays;Dynamic scheduling","","","","4","","45","IEEE","2 Dec 2020","","","IEEE","IEEE Journals"
"Pain Points in Tourism and Its 5G-based Intelligent Solution","H. J. Lin; M. J. Mo; Y. G. Tang","Guilin Tourism University,Guangxi Tourism Data Center,Guilin,China; Guilin Tourism University,Guangxi Tourism Data Center,Guilin,China; Guilin Tourism University,Guangxi Tourism Data Center,Guilin,China","2020 International Conference on Computer Engineering and Application (ICCEA)","29 May 2020","2020","","","448","453","Although the construction of smart tourism has aroused a boom, it is still in the early stage of development, and many traditional problems in the tourism industry have not been well solved, as well as some new problems have emerged. The development of 5G provides the basis to realize the ubiquitous high-speed interconnection between people and things as well as between machines and machines, which bring about the opportunities to solve these problems. This paper reviews the development of smart tourism, analyses the pain points existing in current systems. From the perspective of cybernetics, a 5G based intelligent tourism system providing intelligent service centered on ""tourist experience"" under the consideration of sustainable development of tourism industry is put forward.","","978-1-7281-5904-1","10.1109/ICCEA50009.2020.00103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9103807","tourist experience;5G;Smart Tourism;Pain Points","5G mobile communication;Pain;Planning;Safety","5G mobile communication;sustainable development;travel industry;ubiquitous computing","5G based intelligent tourism system;intelligent service;sustainable development;tourism industry;pain points;smart tourism;ubiquitous high-speed interconnection;5G-based intelligent solution;tourist experience","","","","21","","29 May 2020","","","IEEE","IEEE Conferences"
"5G Networks' Implementation and Development of Smart & Sustainable Cities Evidence and Key Issues","A. Psyrris; A. Kargas; D. Varoutas","National and Kapodistrian University of Athens,Department of Informatics and Telecommunications,Athens,Greece; National and Kapodistrian University of Athens,Department of Informatics and Telecommunications,Athens,Greece; National and Kapodistrian University of Athens,Department of Informatics and Telecommunications,Athens,Greece","2020 13th CMI Conference on Cybersecurity and Privacy (CMI) - Digital Transformation - Potentials and Challenges(51275)","20 Jan 2021","2020","","","1","7","Passing to a new era, the era of Smart and Sustainable Cities (SSC), has been widely related with the development of 5G networks in a mass scale. It is not only a matter of academic research but moreover a matter of successful implementation in order to achieve wide usage from the public and sustainable revenues for the companies. While the concept and the applications of SSC is widening, the more important the role of 5G networks seem to be. Current paper investigates the transformation of a city to a smart and sustainable city (SSC) as an opportunity for facilitating the deployment of 5G via sharing of infrastructures and as a factor of increasing demand for services. 5G is presented as an end-to-end communication system enabling a smart interconnected city with new business models evolving a variety of partners. Also, the variety of the partners and the stakeholders are presented, and the role of regulation is indicated for the implementation of SSC and 5G projects.","","978-1-7281-9056-3","10.1109/CMI51275.2020.9322717","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9322717","5G networks;Smart and Sustainable Cities (SSC);Standardization;Key Performance Indexes (KPIs);network deployment;cost;use cases","5G mobile communication;Smart cities;Internet of Things;Security;Business;Long Term Evolution;Smart meters","5G mobile communication;energy conservation;mobile computing;smart cities;sustainable development","SSC;public revenues;sustainable revenues;smart interconnected city;5G networks;smart-and-sustainable cities evidence;stakeholders","","","","24","","20 Jan 2021","","","IEEE","IEEE Conferences"
"Dependability of Smart Distribution Grid Protection Using 5G","T. A. Zerihun; B. E. Helvik",NTNU – Norwegian University of Science and Technology; NTNU – Norwegian University of Science and Technology,"2019 3rd International Conference on Smart Grid and Smart Cities (ICSGSC)","21 Nov 2019","2019","","","51","59","The future trends for smart distribution grids will be increasingly characterized by more use of advanced communication technologies, like the function virtualization. The smart grid can benefit from virtualization and emerging standard ICT technologies such as 5G, to become more cost effective. However, stringent performance requirements must be met and higher reliability, robustness, flexibility and scalability must be provided. This paper discusses the usage of virtualzation concepts in 5G technology for protection function/application in distribution grid. A 5G based architecture using an edge computing infrastructure to hosting the control and protection applications is proposed. A stochastic activity network based model is used to analyze and compare the reliability of the proposed 5G based architecture with a functionally identical Ethernet based IEC 61850 architecture. The 5G architecture seems to result in a significant gain in availability provided that redundancy on the radio links is used to compensate the loss due to random fading processes.","","978-1-7281-3848-0","10.1109/ICSGSC.2019.00-19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8906585","Smart Grid;5G;Dependability;SAN;Modeling","5G mobile communication;Substations;Smart grids;Computer architecture;Virtualization;IEC Standards","","","","","","27","","21 Nov 2019","","","IEEE","IEEE Conferences"
"Fine-Grained Management in 5G: DQL Based Intelligent Resource Allocation for Network Function Virtualization in C-RAN","C. Zhang; M. Dong; K. Ota","Department of Information and Electronic Engineering, Advanced Institute of Industrial Technology, Tokyo, Japan; Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan; Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan","IEEE Transactions on Cognitive Communications and Networking","9 Jun 2020","2020","6","2","428","435","Recently, the installation of 5G networks offers a variety of real-time, high-performance and human-oriented customized services. However, the current laying 5G structure is unable to meet all of the growing communication needs by these new emerging services. In this paper, we propose a DQL (Deep Q-learning Network) based intelligent resource management method for 5G architecture, to improve the quality of service (QoS) under limited communication resources. In the environment of network function virtualization (NFV), we aim at improving the efficient usage of spectrum resources. In this two-step solution, our first goal is to guarantee the maximum communication quality with the smallest number of infrastructures. Then, a DQL-based wireless resource allocation algorithm is designed to realize the elaborate operation. Unlike previous studies, our system can provide the allocation policy in a more subdivided way and finally maximize the usage of bandwidth resources. The simulation also shows that our proposed MSIO improves 3.12% in the performance of the maximum coverage importance problem and the ARODQ algorithm improves 4.05% than other standard solutions.","2332-7731","","10.1109/TCCN.2020.2982886","JSPS KAKENHI, Leading Initiative for Excellent Young Researchers (LEADER), MEXT, Japan and KDDI Foundation(grant numbers:JP16K00117,JP19K20250); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9044808","Intelligent control;intelligent networks;artificial intelligence;management decision-making;mobile communication","5G mobile communication;Resource management;Wireless communication;Computer architecture;Cloud computing;Optimization;Quality of service","5G mobile communication;quality of service;resource allocation;telecommunication computing;telecommunication network management","intelligent resource allocation;network function virtualization;deep Q-learning network;communication resources;spectrum resources;maximum communication quality;allocation policy;bandwidth resources;DQL-based wireless resource allocation;5G structure;intelligent resource management;5G fine-grained management;DQL based intelligent resource allocation;5G architecture;quality of service;QoS;ARODQ algorithm;C-RAN","","6","","28","IEEE","23 Mar 2020","","","IEEE","IEEE Journals"
"Research on typical application of intelligent shipbuilding based on 5G communication technology","J. Zhou; R. Xu; J. Zhu","CSIC Information Technology Co., Ltd,Jiang Su,China,222002; People's Procuratorate of Lianyungang Municipality,Jiang Su,China,222000; CSIC Information Technology Co., Ltd,Jiang Su,China,222002","2020 IEEE International Conference on Artificial Intelligence and Computer Applications (ICAICA)","1 Sep 2020","2020","","","230","234","According to the requirements of multi-element comprehensive management on general assembly of shipyard and the construction of 5G communication technology, combined with the new mode of intelligent manufacturing, the technical research on real-time monitoring of molten pool state, dynamic identification and warning of personnel behavior and operation specification, visualization of 3D model field operation guidance, and state monitoring of welding machine are carried out. Based on 5G communication technology, a series of scenarios were completed, which has low delay, high reliability, high traffic density and high mobility. Combined with artificial intelligence discrimination technology, the comprehensive management and control system of ship assembly workshop was developed to realize the auxiliary decision-making on welding quality, human and machine status recognition, and it is demonstrated and applied in large ship assembly construction site.","","978-1-7281-7005-3","10.1109/ICAICA50127.2020.9182624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9182624","5G communication technology;real-time monitoring of molten pool state;dynamic identification and warning;visualization;the comprehensive management and control system","Welding;5G mobile communication;Solid modeling;Real-time systems","5G mobile communication;artificial intelligence;assembling;computerised monitoring;control systems;decision making;quality control;reliability;shipbuilding industry;ships;welding;welding equipment","intelligent shipbuilding;5G communication technology;intelligent manufacturing;molten pool state;3D model field operation guidance;artificial intelligence discrimination technology;control system;ship assembly construction site;shipyard;real-time monitoring;welding machine;reliability analysis;traffic density;auxiliary decision-making;welding quality;machine status recognition","","","","36","","1 Sep 2020","","","IEEE","IEEE Conferences"
"AI-Based Resource Management in Beyond 5G Cloud Native Environment","A. Boudi; M. Bagaa; P. Pöyhönen; T. Taleb; H. Flinck",Aalto University; Aalto University; Nokia Bell Labs; Aalto University; Nokia Bell Labs,"IEEE Network","26 Mar 2021","2021","35","2","128","135","5G system and beyond targets a large number of emerging applications and services that will create extra overhead on network traffic. These industrial verticals have aggressive, contentious, and conflicting requirements that make the network have an arduous mission for achieving the desired objectives. It is expected to get requirements with close to zero time latency, high data rate, and network reliability. Fortunately, a ray of hope comes shining the way of telecom providers with the new progress and achievements in machine learning, cloud computing, micro-services, and the ETSI ZSM era. For this reason there is a colossal impetus from industry and academia toward applying these techniques by creating a new concept called CCN environment that can cohabit and adapt according to the network and resource state, and perceived KPIs. In this article, we pursue the aforementioned concept by providing a unified hierarchical closed-loop network and service management framework that can meet the desired objectives. We propose a cloud-na-tive simulator that accurately mimics cloud-native environments, and enables us to quickly evaluate new frameworks and ideas. The simulation results demonstrate the efficiency of our simulator for parroting the real testbeds in various metrics.","1558-156X","","10.1109/MNET.011.2000392","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9373016","","Artificial intelligence;5G mobile communication;Cloud computing;Telecommunication network reliability;Resilience;Monitoring;Resource management","5G mobile communication;cloud computing;computer network management;computer network reliability;learning (artificial intelligence);resource allocation;telecommunication traffic","service management framework;perceived KPI;cloud-native simulator;unified hierarchical closed-loop network;resource state;CCN environment;ETSI ZSM era;microservices;cloud computing;machine learning;telecom providers;network reliability;high data rate;time latency;network traffic overhead;beyond 5G cloud native environment;AI-based resource management","","","","17","","8 Mar 2021","","","IEEE","IEEE Magazines"
"On the Use of a Virtualized 5G Core for Time Critical Communication in Smart Grid","V. -G. Nguyen; K. -J. Grinnemo; J. Cheng; J. Taheri; A. Brunstrom",Karlstad University; Karlstad University; Karlstad University; Karlstad University; Karlstad University,"2020 8th IEEE International Conference on Mobile Cloud Computing, Services, and Engineering (MobileCloud)","8 Jul 2020","2020","","","1","8","Protection and automation in a smart grid environment often have stringent real-time communication requirements between devices within a substation, as well as between distantly located substations. The Generic Object Oriented Substation Event (GOOSE) protocol has been proposed to achieve this goal as it allows to transfer time-critical information within a few milliseconds. However, the transmission of GOOSE messages is often limited to a small Local Area Network (LAN). An earlier work has proposed to use the fifth generation of mobile networks (5G) as a means to transport IP-based GOOSE messages in a large-scale smart grid environment. On the basis of this work, this paper designs and implements an alternative solution for Ethernet-based GOOSE communication over a virtualized 5G core network that does not require any modification of the existing network protocol stack and thus is much easier to deploy. Our experimental results show that the delay introduced by the core network is in the order of sub milliseconds, while the one-way delay without a real radio access network, and without background traffic, is less than 1 ms. Moreover, these delays can be significantly reduced with a container-based deployment rather than a virtual machine-based one. Assuming a 1-ms delay budget for a 5G radio access network, our evaluation confirms that it is indeed feasible to use 5G for GOOSE transmission in IEC 61850 substation automation systems.","2573-7562","978-1-7281-1035-6","10.1109/MobileCloud48802.2020.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9126750","5G-Core;Virtualization;Low-Latency;Smart-Grid;Container;GOOSE","","5G mobile communication;IEC standards;protocols;radio access networks;smart power grids;substation automation;virtual machines;wireless LAN","IEC 61850 substation automation systems;GOOSE transmission;delay budget;virtual machine-based;container-based deployment;radio access network;sub milliseconds;existing network protocol stack;core network;Ethernet-based GOOSE communication;large-scale smart grid environment;IP-based GOOSE messages;mobile networks;Local Area Network;time-critical information;Generic Object Oriented Substation Event protocol;distantly located substations;real-time communication requirements;time critical communication;virtualized 5G core","","1","","32","","8 Jul 2020","","","IEEE","IEEE Conferences"
"5G‐Enhanced Smart Grid Services","M. A. Imran; Y. A. Sambo; Q. H. Abbasi",NA; NA; NA,"Enabling 5G Communication Systems to Support Vertical Industries","","2019","","","28","102","This chapter focuses on the 5G key concepts and how they can be extremely beneficial in supporting the advanced smart grid services. It introduces the smart grid environment and discusses some of the future services that will be supported in the future smart grids. These services are broadly classified into two categories, namely data collection and management services that target enhanced grid monitoring capabilities, and control and operation services that deal with demand side management and electric vehicle charging and discharging coordination. The chapter illustrates how the 5G novel concepts such as software‐defined networking, network virtualization, and cloud computing offer enhanced services for grid monitoring, data processing, demand‐side management, and electric vehicle charging and discharging coordination. It also illustrates a summary of the application of these concepts in supporting the smart grid services. Future research directions are discussed to deal with the open challenging issues.","","9781119515555","10.1002/9781119515579.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8786851.pdf&bkn=8786834&pdfType=chapter","","Smart grids;Monitoring;5G mobile communication;Data collection;Meters;Communication networks","","","","","","","","5 Aug 2019","","","IEEE","Wiley-IEEE Press eBook Chapters"
"Intelligent network management for 5G systems: The SELFNET approach","Wei Jiang; M. Strufe; H. D. Schotten","Intelligent Networking Group, German Research Center for Artificial Intelligence (DFKI), Trippstadter street 122, Kaiserslautern, 67663 Germany; Intelligent Networking Group, German Research Center for Artificial Intelligence (DFKI), Trippstadter street 122, Kaiserslautern, 67663 Germany; Institute for Wireless Communication and Navigation, University of Kaiserslautern, Building 11, Paul-Ehrlich street, 67663 Germany","2017 European Conference on Networks and Communications (EuCNC)","17 Jul 2017","2017","","","1","5","The maintenance and management for the current Fourth Generation (4G) networks are still in a manual and semi-automatic manner, which are costly and time-consuming. This imposes a great challenge on the network management of heterogeneous, software-defined and virtualized Fifth Generation (5G) systems. With the advent of network intelligence, a possibility on intelligent management is opened for the 5G system. Without interventions of network administrators, the novel approach can autonomically deal with network failures, cyber-attacks and inefficient resource utilization, which in turn can lower operational expenditure, improve user's experience and reduce time-to-market of new services. In this paper, the reference architecture, functionality, closed-loop control, enabling algorithms of the network intelligence are presented. An intelligent 5G test-bed is set up and the experimental results verify the feasibility and effectiveness.","","978-1-5386-3873-6","10.1109/EuCNC.2017.7980672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7980672","","Servers;5G mobile communication;Monitoring;Switches;Intelligent sensors;Feature extraction","4G mobile communication;5G mobile communication;closed loop systems;computer network management;computer network reliability;intelligent networks;software defined networking;virtualisation","intelligent network management;5G system;SELFNET approach;fourth generation network;4G network;semiautomatic manner;manual manner;heterogeneous network management;software-defined system;virtualized fifth generation system;network failure;cyber-attacks;resource utilization;operational expenditure;user experience improvement;time-to-market reduction;reference architecture;closed-loop control;intelligent 5G test-bed","","10","","22","","17 Jul 2017","","","IEEE","IEEE Conferences"
"Effect of Communication Failures on State Estimation of 5G-Enabled Smart Grid","T. A. Zerihun; M. Garau; B. E. Helvik","Department of Information Security and Communication Technology, Norwegian University of Science and Technology (NTNU), Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology (NTNU), Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology (NTNU), Trondheim, Norway","IEEE Access","25 Jun 2020","2020","8","","112642","112658","Information and Communication Technologies (ICT), Wide Area Measurement Systems (WAMS) and state estimation represent the key-tools for achieving a reliable and accurate knowledge of the power grid, and represent the foundation of an information-based operation of Smart Grids. Nevertheless, ICT brings new potential vulnerabilities within the power grid operation, that need to be evaluated. The strong interdependence between power system and ICT systems requires new methodologies for modeling the smart grid as a Cyber Physical System (CPS), and finally analyzing the impact of ICT failures on the power grid operation. This paper proposes a novel methodological approach that combines Stochastic Activity Networks (SAN) modeling and numerical computation for dependability analysis of a 5G-based WAMS. Internal influences such as component failures and external influences such as rain effect are considered, and the impact of these failures are assessed over the WAMS capability to provide reliable data for performing an accurate power network state estimation. Different state estimation approaches (traditional SCADA and PMU-based algorithms) and weather conditions are compared in terms of mean states estimation error and safety. The results highlight that 5G based WAMS result in a close-to-ideal behavior which enforces the prospect of a future adoption for smart grid monitoring applications.","2169-3536","","10.1109/ACCESS.2020.3002981","NTNU Project–Open and Autonomous Digital Ecosystems and CINELDI-Centre for intelligent electricity distribution, an eight year Research Centre under the Research Council of Norway’s FME-Scheme (Centre for Environment-Friendly Energy Research(grant numbers:257626/E20); Research Council of Norway and the CINELDI Partners; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9119414","Smart grid;state estimation;dependability analysis;5G;wide area measurement system;stochastic activity network","State estimation;Smart grids;Monitoring;Wide area measurements;Power system reliability;Reliability","numerical analysis;power engineering computing;power grids;power system measurement;power system reliability;power system state estimation;SCADA systems;smart power grids;stochastic processes","mean states estimation error;safety;smart grid monitoring applications;Communication failures;5G-enabled Smart grid;Wide Area Measurement Systems;information-based operation;power grid operation;power system;Cyber Physical System;ICT failures;numerical computation;component failures;WAMS capability;accurate power network state estimation;Information and Communication Technologies;dependability analysis","","7","","54","CCBY","17 Jun 2020","","","IEEE","IEEE Journals"
"Efficient 5G Small Cell Planning With eMBMS for Optimal Demand Response in Smart Grids","N. Saxena; A. Roy; H. Kim","Department of Software, Sungkyunkwan University, Suwon, South Korea; System Design Lab, Network Division, Samsung Electronics, Suwon, South Korea; System Design Lab, Network Division, Samsung Electronics, Suwon, South Korea","IEEE Transactions on Industrial Informatics","5 Jun 2017","2017","13","3","1471","1481","Smart Grids (SGs) are emerging cyber-physical systems, equipped with sophisticated communication and information technologies, for efficient and large-scale power supply and management. SGs demand advanced communication technologies between energy providers and consumers, for enabling a control-feedback loop, by using time-dependent pricing. In this paper, we propose an efficient planning of 5G small cells, with evolved multimedia broadcast and multicast communication, between aggregators (small cells) and SG consumers, for efficient demand-response (DR) programs. After pointing out that optimal multicast scheduling and radio resource management problem is NP-complete, we propose two different solutions, based on dynamic programming (DP) and greedy heuristics, for minimizing the energy cost for DR customers. We also analyze the performance of SG user capacity for 5G single cell multicast and multicast broadcast single frequency network. Extensive OPNET simulation results, over actual energy data and real wireless trace, demonstrate that our proposed 5G small cell planning and multicast solutions are capable of reducing energy production cost by 30%, with up to 35% shift in peak energy load, low latency and packet drop.","1941-0050","","10.1109/TII.2017.2681105","Basic Science Research Program through the National Research Foundation of Korea; Ministry of Education(grant numbers:NRF-2016R1D1A1B03935633); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7875423","Demand response (DR);dynamic programming (DP);evolved multimedia broadcast and multicast (eMBMS);greedy;5G;multicast broadcast single frequency network (MBSFN);NP-complete;smart grids (SGs);radio resource management (RRM)","5G mobile communication;Computer architecture;Microprocessors;Wireless communication;Smart grids;Planning;Interference","5G mobile communication;cyber-physical systems;dynamic programming;smart power grids;telecommunication network management;telecommunication network planning;telecommunication power supplies","5G small cell planning;eMBMS;optimal demand response;smart grids;cyber-physical systems;information technologies;large-scale power supply;large-scale power management;control-feedback loop;multimedia broadcast;multicast communication;demand response program;NP-complete;dynamic programming;DP;greedy heuristics;5G single cell multicast;multicast broadcast single frequency network;real wireless trace","","30","","26","","10 Mar 2017","","","IEEE","IEEE Journals"
"Smart Grid: a demanding use case for 5G technologies","H. C. Leligou; T. Zahariadis; L. Sarakis; E. Tsampasis; A. Voulkidis; T. E. Velivassaki","Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Power Operations Ltd., Swindon, UK; Power Operations Ltd., Swindon, UK","2018 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops)","7 Oct 2018","2018","","","215","220","The energy sector represents undoubtedly one of the most significant “test cases” for 5G enabling technologies, due to the need of addressing a huge range of very diverse requirements to deal with across a variety of applications (stringent capacity for smart metering/AMI versus latency for supervisory control and fault localization). However, to effectively support energy utilities along their transition towards more decentralized renewable-oriented systems, several open issues still remain as to 5G networks management automation, security, resilience, scalability and portability. To face these issues, we outline a novel 5G PPP-compliant software framework specifically tailored to the energy domain, which combines i) trusted, scalable and lock-in free plug `n' play support for a variety of constrained devices; ii) 5G devices' abstractions to demonstrate mMTC (massive Machine Type Communications), uMTC (critical MTC) and xMBB (Extended Massive BroadBand) communications coupled with partially distributed, trusted, end-to-end security and MCM to enable secure, scalable and energy efficient communications; iii) extended Mobile Edge Computing (xMEC) micro-clouds to reduce backhaul load, increase the overall network capacity and reduce delays, while facilitating the deployment of generic MTC related NFVs (Network Function Virtualisation) and utility-centric VNFs (Virtual Network Functions).","","978-1-5386-3227-7","10.1109/PERCOMW.2018.8480296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8480296","Smart energy grids;5G;preventive maintenance;resilience;demand response;Machine Type Communications;Virtual Network Functions","","5G mobile communication;cellular radio;cloud computing;mobile computing;smart power grids;telecommunication network management;telecommunication power management;telecommunication security;virtualisation","smart grid;energy sector;5G enabling technologies;supervisory control;fault localization;5G networks management automation;energy domain;constrained devices;uMTC;critical MTC;end-to-end security;secure energy efficient communications;scalable energy efficient communications;network capacity;test cases;smart metering;energy utilities;massive machine type communications;generic MTC related NFV;network function virtualisation;utility-centric VNF;AMI;decentralized renewable-oriented systems;5G networks management scalability;5G networks management portability;5G networks management security;5G networks management resilience;5G PPP-compliant software framework;lock-in free plug `n' play support;extended Massive BroadBand;xMBB;mMTC;backhaul load reduction;mobile edge computing microclouds;virtual network functions","","10","","8","","7 Oct 2018","","","IEEE","IEEE Conferences"
