"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Making a Case for Federated Learning in the Internet of Vehicles and Intelligent Transportation Systems","D. M. Manias; A. Shami","University of Western Ontario,Canada; University of Western Ontario,Canada","IEEE Network","14 Jun 2021","2021","35","3","88","94","With the incoming introduction of 5G networks and the advancement in technologies such as network function virtualization and software defined networking, new and emerging networking technologies and use cases are taking shape. One such technology is the Internet of Vehicles (IoV), which describes an interconnected system of vehicles and infrastructure. Coupled with recent developments in artificial intelligence and machine learning, IoV is transformed into an intelligent transportation system (ITS). There are, however, several operational considerations that hinder the adoption of ITSs, including scalability, high availability, and data privacy. To address these challenges, federated learning, a collaborative and distributed intelligence technique, is suggested. Through an ITS case study, the ability of a federated model deployed on roadside infrastructure throughout the network to recover from faults by leveraging group intelligence while reducing recovery time and restoring acceptable system performance is highlighted. With a multitude of use cases and benefits, federated learning is a key enabler for ITS and is poised to achieve widespread implementation in 5G and beyond networks and applications.","1558-156X","","10.1109/MNET.011.2000552","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454589","","5G mobile communication;Shape;System performance;Scalability;Machine learning;Interconnected systems;Collaborative work;Internet of Vehicles;Edge computing","","","","","","14","","14 Jun 2021","","","IEEE","IEEE Magazines"
"Dynamic Resource Management in Next Generation Networks based on Deep Q Learning","A. Aslan; G. Bal; C. Toker","Türk Telekom ArGe Merkezi,Türkiye; Orta Doğu Teknik Ünivesitesi,Bilgisayar Mühendisliği Bölümü,Türkiye; Hacettepe Ünivesitesi,Elektrik ve Elektronik Mühendisliği Bölümü,Türkiye","2020 28th Signal Processing and Communications Applications Conference (SIU)","7 Jan 2021","2020","","","1","4","In next generation networks, with the increasing number of diverse mobile network service types, a major challenge lies in how to manage and support all mobile service users who have different Quality of Service (QoS) requirements. Network slicing term can be a solution to satisfy the heterogeneous network requests over a common physical infrastructure. Splitting the network into slices which have different properties (e.g., bandwidth requirements, delay tolerance, user density, etc.) allows to schedule and optimize the requests in constraint of limited resources. The network has to decide to accept or reject the requests, and scale up/down the slices by considering the user density in accepted requests, and then, schedule the accepted requests to serve them in an order. In this paper, effect of scaling up/down the slices by using deep reinforcement learning (DRL) algorithm to the speed of satisfaction of user requests is examined.","2165-0608","978-1-7281-7206-4","10.1109/SIU49456.2020.9302152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9302152","dynamic radio resource management;network slicing;reinforcement learning","Quality of service;Reinforcement learning;Markov processes;Schedules;Resource management;Next generation networking;Virtualization","computer network management;deep learning (artificial intelligence);mobile radio;next generation networks;quality of service;telecommunication computing;telecommunication scheduling","quality of service;network slicing;deep reinforcement learning algorithm;heterogeneous network requests;diverse mobile network service types;deep Q learning;next generation networks;dynamic resource management","","","","","","7 Jan 2021","","","IEEE","IEEE Conferences"
"<tex>$\alpha$</tex>-OMC: Cost-Aware Deep Learning for Mobile Network Resource Orchestration","D. Bega; M. Gramaglia; M. Fiore; A. Banchs; X. Costa-Perez","University Carlos III of Madrid, Madrid, Spain; University Carlos III of Madrid, Madrid, Spain; CNR-IEIIT, Italy; University Carlos III of Madrid, Madrid, Spain; NEC Laboratories Europe, Heidelberg, Germany","IEEE INFOCOM 2019 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)","23 Sep 2019","2019","","","423","428","Orchestrating resources in 5G and beyond-5G systems will be substantially more complex than it used to be in previous generations of mobile networks. In order to take full advantage of the unprecedented possibilities for dynamic reconfiguration offered by network softwarization and virtualization technologies, operators have to embed intelligence in network resource orchestrators. We advocate that the automated, data-driven decisions taken by orchestrators must be guided by considerations on the cost that such decisions involve for the operator. We show that such a strategy can be implemented via a deep learning architecture that forecasts capacity rather than plain traffic, thanks to a novel loss function named α-OMC. We investigate the convergence properties of α-OMC, and provide preliminary results on the performance of the learning process in case studies with real-world mobile network traffic.","","978-1-7281-1878-9","10.1109/INFCOMW.2019.8845178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8845178","","Forecasting;Resource management;5G mobile communication;Economics;Neurons","5G mobile communication;learning (artificial intelligence);mobile computing;resource allocation;telecommunication computing;telecommunication traffic;virtualisation","orchestrating resources;dynamic reconfiguration;network softwarization;virtualization technologies;network resource orchestrators;automated data-driven decisions;deep learning architecture;α-OMC;real-world mobile network traffic;cost-aware deep learning;mobile network resource orchestration","","3","","20","","23 Sep 2019","","","IEEE","IEEE Conferences"
"Reliable Federated Learning Systems Based on Intelligent Resource Sharing Scheme for Big Data Internet of Things","S. Math; P. Tam; S. Kim","Department of Software Convergence, Soonchunhyang University, Asan-si, Republic of Korea; Department of Software Convergence, Soonchunhyang University, Asan-si, Republic of Korea; Department of Software Convergence, Soonchunhyang University, Asan-si, Republic of Korea","IEEE Access","6 Aug 2021","2021","9","","108091","108100","Federated learning (FL) is the up-to-date approach for privacy constraints Internet of Things (IoT) applications in next-generation mobile network (NGMN), <inline-formula> <tex-math notation=""LaTeX"">$5^{\mathrm {th}}$ </tex-math></inline-formula> generation (5G), and <inline-formula> <tex-math notation=""LaTeX"">$6^{\mathrm {th}}$ </tex-math></inline-formula> generation (6G), respectively. Due to 5G/6G is based on new radio (NR) technology, the multiple-input and multiple-output (MIMO) of radio services for heterogeneous IoT devices have been performed. The autonomous resource allocation and the intelligent quality of service class identity (IQCI) in mobile networks based on FL systems are obligated to meet the requirements of privacy constraints of IoT applications. In massive FL communications, the heterogeneous local devices propagate their local models and parameters over 5G/6G networks to the aggregation servers in edge cloud areas. Therefore, the assurance of network reliability is compulsory to facilitate end-to-end (E2E) reliability of FL communications and provide the satisfaction of model decisions. This paper proposed an intelligent lightweight scheme based on the reference software-defined networking (SDN) architecture to handle the massive FL communications between clients and aggregators to meet the mentioned perspectives. The handling method adjusts the model parameters and batches size of the individual client to reflect the apparent network conditions classified by the k-nearest neighbor (KNN) algorithm. The proposed system showed notable experimented metrics, including the E2E FL communication latency, throughput, system reliability, and model accuracy.","2169-3536","","10.1109/ACCESS.2021.3101871","BK21 FOUR (Fostering Outstanding Universities for Research)(grant numbers:5199990914048); Bio and Medical Technology Development Program of the National Research Foundation (NRF) funded by the Korean government (MSIT)(grant numbers:NRF-2019M3E5D1A02069073); Soonchunhyang University Research Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9503402","Big data;federated learning;massive Internet of Things;machine learning;software-defined network","Servers;Internet of Things;Reliability;Computational modeling;Cloud computing;Quality of service;Collaborative work","","","","","","24","CCBY","2 Aug 2021","","","IEEE","IEEE Journals"
"5G as Key Technology for Networked Factories: Application of Vertical-specific Network Services for Enabling Flexible Smart Manufacturing","M. Müller; D. Behnke; P. Bok; M. Peuster; S. Schneider; H. Karl","Weidmüller Group,Detmold,Germany; Weidmüller Group,Detmold,Germany; Weidmüller Group,Detmold,Germany; Paderborn University,Paderborn,Germany; Paderborn University,Paderborn,Germany; Paderborn University,Paderborn,Germany","2019 IEEE 17th International Conference on Industrial Informatics (INDIN)","30 Jan 2020","2019","1","","1495","1500","In recent years, the interest in interconnecting production machines has grown and new technologies such as augmented reality enter the shop floor. This evolution is driven by hyped topics such as Industry 4.0 and Internet of Things. These topics promise benefits through increasing transparency in factories, such as improvement in efficiency and reduced costs, e.g., due to data analysis. As a result, the demand on new concepts and technologies for factory networks is rising to fulfill the upcoming new requirements. Therefore, the development of 5G comes just in time. This paper is focused on one of the 5G core technologies network function virtualization (NFV). We propose two use cases that demonstrate how NFV enables flexible smart manufacturing. In NFV technology, virtual network functions (VNF) are composed to network services. We introduce the application of our vertical-specific network services that enable augmented reality on-demand and the flexible interconnection of production machines with services in company's cloud backend.","2378-363X","978-1-7281-2927-3","10.1109/INDIN41052.2019.8972305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8972305","","","augmented reality;factory automation;flexible manufacturing systems;production engineering computing;virtualisation","VNF;Industry 4.0;virtual network functions;NFV technology;5G core technologies network function virtualization;factory networks;Internet of Things;shop floor;interconnecting production machines;flexible smart manufacturing;networked factories;augmented reality;vertical-specific network services","","6","","17","","30 Jan 2020","","","IEEE","IEEE Conferences"
"3 The Next Generation Internet of Things – Hyperconnectivity and Embedded Intelligence at the Edge","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","19","102","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226780.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"6 Smart Data and the Industrial Internet of Things","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","175","206","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226867.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"4 End-to-end Security and Privacy by Design for AHA-IoT Applications and Services","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","103","138","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226881.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"7 IoT European Security and Privacy Projects: Integration, Architectures and Interoperability","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","207","292","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226860.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"SAMUS: Slice-Aware Machine Learning-based Ultra-Reliable Scheduling","C. Bektas; D. Overbeck; C. Wietfeld","TU Dortmund University,Communication Networks Institute,Dortmund,44227; TU Dortmund University,Communication Networks Institute,Dortmund,44227; TU Dortmund University,Communication Networks Institute,Dortmund,44227","ICC 2021 - IEEE International Conference on Communications","6 Aug 2021","2021","","","1","6","Multiple service types such as Ultra-Reliable Low Latency Communication (uRLLC) and Enhanced Mobile Broadband (eMBB) are envisioned to be incorporated into the next generation mobile communication standard 5G based on a single physical communication network. To unite these services with partly contradicting Quality of Service (QoS) requirements, Network Slicing is considered a key technology. uRLLC slices in particular are highly demanding, requiring extremely high reliability and low latency in the single-digit milliseconds range. Consequentially, the latency impact of radio resource management on the end-to-end latency is optimized in this work by using so-called Configured Grants (CGs), which aim to minimize latency-intensive scheduling requests by pre-allocating radio resources. As predicting future traffic demands and channel conditions are required to use CGs, a data-driven machine learning-based radio resource scheduler prototype is introduced and evaluated in this work based on a specifically developed 5G radio resource simulator. The results show promising latency optimizations and possible trade-offs in uRLLC and eMBB coexistence.","1938-1883","978-1-7281-7122-7","10.1109/ICC42927.2021.9500837","Ministry of Economic Affairs; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9500837","","Enhanced mobile broadband;Network slicing;Prototypes;Quality of service;Ultra reliable low latency communication;Resource management;Reliability","","","","","","11","","6 Aug 2021","","","IEEE","IEEE Conferences"
"Slice as a Service (SlaaS) Optimal IoT Slice Resources Orchestration","V. Sciancalepore; F. Cirillo; X. Costa-Perez","NEC Labs. Eur., Heidelberg, Germany; NEC Labs. Eur., Heidelberg, Germany; NEC Labs. Eur., Heidelberg, Germany","GLOBECOM 2017 - 2017 IEEE Global Communications Conference","15 Jan 2018","2017","","","1","7","The increasing deployment of smart devices using mobile networks is pushing operators to consider efficient ways to tailor their infrastructure to the Internet of Things (IoT) diverse requirements and traffic characteristics. A promising approach to address this need is the novel concept of network slicing, which aims at allocating portions of network resources to specific tenants, such as enhanced mobile broadband (eMBB), IoT, e-health, connected vehicles, etc. While this has been traditionally done with long-term agreements between network operators and tenants as MVNOs, in this work we focus on a new business model where network operators offer network slices as a service (SlaaS). In particular, we propose a novel system comprising an IoT Broker managing massive IoT network slices services and a Network Slice Broker that through bi-directional negotiations are able to efficiently allocate and orchestrate network resources.","","978-1-5090-5019-2","10.1109/GLOCOM.2017.8254529","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8254529","","5G mobile communication;Quality of service;Mobile computing;Resource management;Monitoring","cloud computing;Internet;mobile radio","IoT Slice resources orchestration;network slice broker;enhanced mobile broadband;network slices as a service;massive IoT network slices services;IoT Broker;network operators;e-health;network resources;network slicing;traffic characteristics;mobile networks;smart devices;SlaaS","","21","","15","","15 Jan 2018","","","IEEE","IEEE Conferences"
"Guest Editorial: Special Section on Transfer Learning for 5G-Aided Industrial Internet of Things","K. Kaur; S. Guo; M. Chen; D. B. Rawat","École de Technologie Supérieure (Université du Québec), Montréal, QC, Canada; The Hong Kong Polytechnic University, Hong Kong; Huazhong University of Science and Technology, Wuhan, China; Howard University, Washington, DC, USA","IEEE Transactions on Industrial Informatics","12 Jul 2021","2021","17","10","7070","7074","The potential for the wide-scale acceptance of the Industrial IoT is limited by a lack of automation, real-time monitoring, and connectedness. However, the future communication trend towards 5G is expected to bring greater benefits to IIoT infrastructures in terms of high-speed transmission and ultra-low latency. Furthermore, with emerging techniques such as millimeter-wave (mmWave), massive multiple-input multiple-output (MIMO), and machine-to-machine (M2M) communications, the coupling of IIoT and 5G will advance profoundly. Despite these advantages, 5G-envisioned IIoT ecosystems are expected to face other potential concerns such as trust, security, and privacy. Apart from this, the challenges related to data storage and processing and computational complexities will also draw significant attention. To address the above-mentioned challenges, it's important to analyze data in real-time. In this direction, transfer learning (TL) can be a revolutionary breakthrough. TL fosters greater explorations and experimentations, leading to innovations and greater productivity.","1941-0050","","10.1109/TII.2021.3071310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9397268","","Industrial Internet of Things;Biological system modeling;Informatics;Vehicles;Transfer learning;Real-time systems;Adaptation models","","","","1","","0","IEEE","6 Apr 2021","","","IEEE","IEEE Journals"
"Throughput Maximization in C-RAN Enabled Virtualized Wireless Networks via Multi-Agent Deep Reinforcement Learning","M. Mohsenivatani; M. Darabi; S. Parsaeefard; M. Ardebilipour; B. Maham","K. N. Toosi University of Technology,Faculty of Electrical and Computer Engineering,Tehran,Iran; K. N. Toosi University of Technology,Faculty of Electrical and Computer Engineering,Tehran,Iran; University of Toronto,Electrical and Computer Engineering Department,Toronto,Canada; K. N. Toosi University of Technology,Faculty of Electrical and Computer Engineering,Tehran,Iran; School of Engineering, Nazarbayev University,Department of Electrical and Electronic Engineering,Astana,Kazakhstan","2020 IEEE 31st Annual International Symposium on Personal, Indoor and Mobile Radio Communications","8 Oct 2020","2020","","","1","6","With the excessive growth in mobile users' traffic, radio resource management (RRM) techniques should undergo revolutionary changes to be competent enough to meet the ever-increasing users' demands. Virtualized wireless network (VWN) has emerged as a satisfactory solution in the fifth-generation (5G) cellular networks ensuring the required quality-of-service (QoS) of distinct slices. Yet, it seems that tackling RRM problems in VWNs using conventional optimization is not practical for real-time applications. In this paper, driven by the advancements of machine learning, we consider the throughput maximization problem in a cloud radio access network (C-RAN) assisted softly virtualized wireless network supporting different types of services and solve it with a deep Q-learning (DQL) algorithm. The performance of the proposed policy is thoroughly evaluated via simulation results with respect to the isolation rate, penalty value as well as the discount factor. It is shown that our proposed policy achieves a higher sum rate compared to the existing baseline namely a greedy search-based power allocation strategy.","2166-9589","978-1-7281-4490-0","10.1109/PIMRC48278.2020.9217287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9217287","Virtualized wireless networks;radio resource management;deep reinforcement learning","Resource management;Throughput;Wireless networks;Quality of service;5G mobile communication;Machine learning algorithms;Land mobile radio","5G mobile communication;cloud computing;learning (artificial intelligence);minimisation;multi-agent systems;quality of service;radio access networks;resource allocation;telecommunication computing;virtualisation","fifth-generation cellular networks;quality of service;machine learning;throughput maximization problem;cloud radio access network;deep Q-learning algorithm;C-RAN enabled virtualized wireless networks;multiagent deep reinforcement learning;radio resource management techniques;softly virtualized wireless network","","","","14","","8 Oct 2020","","","IEEE","IEEE Conferences"
"Improved Monte Carlo Tree Search for Virtual Network Embedding","M. Elkael; H. Castel-Taleb; B. Jouaber; A. Araldo; M. A. Aba","SAMOVAR, IP-Paris,Telecom SudParis; SAMOVAR, IP-Paris,Telecom SudParis; SAMOVAR, IP-Paris,Telecom SudParis; SAMOVAR, IP-Paris,Telecom SudParis; Davidson Consulting","2021 IEEE 46th Conference on Local Computer Networks (LCN)","7 Sep 2021","2021","","","605","612","In this paper, we consider the Virtual Network Embedding (VNE) problem for 5G networks slicing. This consists in optimally allocating multiple Virtual Networks (VN) on a substrate virtualized physical network while maximizing among others, resource utilization, maximum number of placed VNs and network operator's benefit. We solve the online version of the problem where slices arrive over time. We propose the use of the Nested Rollout Policy Adaptation (NRPA) algorithm, a variant of the well known Monte Carlo Tree Search (MCTS). Both algorithms learn by randomly simulating the embedding, but NRPA also learns how to perform better simulations over time. Performance analysis with different scenarios, show that NRPA improves acceptance and reward ratios (by up to 69% and 65%). We also show how a smart initialization of the learning process can help improve the results furthermore (up to a 12.5% increase of acceptance ratio).","0742-1303","978-1-6654-1886-7","10.1109/LCN52139.2021.9524975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9524975","Cloud Computing and Networking;5G slicing;Virtual Network Embedding;Reinforcement Learning;AI-enabled networking;Quality of Service","Monte Carlo methods;Machine learning algorithms;Network slicing;Conferences;Computational modeling;Search problems;Performance analysis","","","","","","21","","7 Sep 2021","","","IEEE","IEEE Conferences"
"Machine Learning for Vehicular Networks: Recent Advances and Application Examples","H. Ye; L. Liang; G. Ye Li; J. Kim; L. Lu; M. Wu","Electrical Engineering, Georgia Institute of Technology, Atlanta, Georgia United States; Electrical Engineering, Georgia Institute of Technology, Atlanta, Georgia, United States; Electr. Eng., Georgia Inst. of Technol., Atlanta, GA, USA; Intel Corporation, Santa Clara, California United States; Research, Intel Labs, Hillsboro, Oregon United States; Research, Intel Labs, Hillsboro, Oregon United States","IEEE Vehicular Technology Magazine","21 May 2018","2018","13","2","94","101","The emerging vehicular networks are expected to make everyday vehicular operation safer, greener, and more efficient and pave the path to autonomous driving in the advent of the fifth-generation (5G) cellular system. Machine learning, as a major branch of artificial intelligence, has been recently applied to wireless networks to provide a data-driven approach to solve traditionally challenging problems. In this article, we review recent advances in applying machine learning in vehicular networks and attempt to bring more attention to this upcoming area.","1556-6080","","10.1109/MVT.2018.2811185","Intel Corporation; National Science Foundation(grant numbers:1443894,1731017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8345672","","Machine learning;Learning (artificial intelligence);Wireless communication;Classification algorithms;Clustering algorithms;Intelligent vehicles","5G mobile communication;artificial intelligence;learning (artificial intelligence);telecommunication computing","machine learning;emerging vehicular networks;everyday vehicular operation;autonomous driving;fifth-generation cellular system;wireless networks;5G-cellular system;artificial intelligence","","78","","15","","24 Apr 2018","","","IEEE","IEEE Magazines"
